path,variant,food,sex,other_labels,source
datasets/food_intake_dataset/apple/cy/1_1.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_2.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_3.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_4.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_5.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_6.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_7.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_8.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_9.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_10.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_11.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_12.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_13.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_14.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_15.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_16.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_17.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_18.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_19.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_20.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_21.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_22.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_23.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_24.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_25.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_26.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_27.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_28.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_29.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_30.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_31.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_32.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_33.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_34.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_35.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_36.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_37.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_38.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_39.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_40.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_41.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_42.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_43.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/1_44.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_1.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_2.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_3.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_4.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_5.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_6.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_7.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_8.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_9.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_10.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_11.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_12.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_13.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_14.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_15.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_16.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_17.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_18.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_19.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_20.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_21.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_22.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_23.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_24.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_25.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_26.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_27.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_28.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_29.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_30.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/2_31.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_1.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_2.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_3.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_4.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_5.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_6.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_7.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_8.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_9.wav,biting,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_10.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_11.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_12.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_13.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_14.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_15.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_16.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_17.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_18.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_19.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_20.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_21.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_22.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_23.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_24.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_25.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_26.wav,chewing,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/cy/3_27.wav,swallow,apple,female,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_1.wav,biting,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_2.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_3.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_4.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_5.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_6.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_7.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_8.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_9.wav,biting,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_10.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_11.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_12.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_13.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_14.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_15.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_16.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_17.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_18.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_19.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_20.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_21.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_22.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_23.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_24.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_25.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_26.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_27.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_28.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_29.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_30.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_31.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/1_32.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_1.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_2.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_3.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_4.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_5.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_6.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_7.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_8.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_9.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_10.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_11.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_12.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_13.wav,biting,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_14.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_15.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_16.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_17.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_18.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_19.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_20.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_21.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_22.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_23.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_24.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_25.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_26.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_27.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_28.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_29.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_30.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_31.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_32.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_33.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_34.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_35.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_36.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/2_37.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_1.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_2.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_3.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_4.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_5.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_6.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_7.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_8.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_9.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_10.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_11.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_12.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_13.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_14.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_15.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_16.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_17.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_18.wav,swallow,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_19.wav,other,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_20.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_21.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_22.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_23.wav,chewing,apple,male,,food_intake_dataset
datasets/food_intake_dataset/apple/lh/3_24.wav,chewing,apple,male,,food_intake_dataset
